ID,Education,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Living_With,Children_at_home,Family_Size,Total_Spending,Total_Purchases
2894,Graduate,72903.0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,29,243,Alone,0,1,2013,20
7613,Undergraduate,49669.0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,40,36,Partner,1,3,326,12
10542,PhD,36778.0,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,46,693,Partner,2,4,77,6
8015,PhD,85696.0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,52,422,Alone,0,1,1313,19
10617,Postgraduate,10979.0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,25,38,Alone,0,1,30,6
11166,Graduate,49678.0,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,53,512,Partner,1,3,315,12
849,Postgraduate,56129.0,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,61,374,Partner,1,3,660,18
523,Graduate,37155.0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,25,514,Partner,1,3,74,6
4066,Undergraduate,21282.0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,36,49,Alone,1,2,46,5
8414,PhD,33419.0,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,52,316,Alone,1,2,86,6
819,Graduate,63285.0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,69,236,Alone,0,1,1103,24
4961,Postgraduate,21255.0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,40,159,Partner,1,3,61,7
749,Graduate,42162.0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,33,222,Partner,1,3,145,7
5430,Graduate,54450.0,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,58,653,Partner,2,4,684,19
7755,PhD,57744.0,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,60,229,Partner,1,3,411,14
10525,Graduate,26576.0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,28,624,Alone,1,2,27,3
1453,PhD,57513.0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,71,358,Alone,0,1,1060,25
8310,Graduate,68142.0,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,50,669,Partner,1,3,1459,21
10710,Graduate,7500.0,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,35,669,Partner,1,3,18,3
5031,Graduate,83145.0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,40,645,Partner,0,2,1833,25
2613,Postgraduate,54197.0,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,54,87,Partner,1,3,237,10
213,PhD,23091.0,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,51,32,Alone,2,3,48,6
967,Graduate,46049.0,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,38,343,Partner,2,4,515,16
1077,Graduate,56715.0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,40,571,Partner,0,2,1020,14
7959,Graduate,79410.0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,53,31,Partner,0,2,1370,10
640,Graduate,57304.0,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,63,475,Partner,1,3,1026,23
4252,Graduate,44375.0,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,49,98,Partner,1,3,301,11
8432,Graduate,54450.0,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,58,653,Partner,2,4,684,19
6218,Graduate,59594.0,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,49,617,Partner,1,3,499,16
6905,Graduate,80685.0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,20,676,Partner,0,2,1004,20
5922,PhD,40344.0,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,40,259,Partner,1,3,218,10
3598,Graduate,62710.0,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,42,402,Partner,1,3,606,18
6116,Undergraduate,48985.0,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,46,359,Partner,1,3,75,5
6263,Graduate,35322.0,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,46,676,Partner,3,5,106,6
10486,Graduate,77142.0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,66,396,Partner,0,2,990,16
2410,Graduate,81657.0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,45,158,Alone,0,1,1097,15
193,Undergraduate,14421.0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,18,132,Partner,0,2,16,3
3363,Undergraduate,20130.0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,40,104,Partner,0,2,34,4
8278,PhD,74214.0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,24,672,Partner,0,2,1711,15
10660,Postgraduate,66726.0,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,57,168,Partner,2,4,438,14
8686,Undergraduate,23724.0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,35,537,Partner,1,3,75,5
1604,Postgraduate,47353.0,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,54,228,Partner,1,3,225,10
5907,Postgraduate,33444.0,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,62,603,Partner,2,4,18,3
10669,Graduate,54386.0,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,33,408,Partner,1,3,470,15
2918,Graduate,28510.0,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,33,442,Alone,2,3,91,6
5735,Postgraduate,90638.0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,23,136,Alone,0,1,2525,17
359,Graduate,48070.0,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,64,532,Partner,1,3,504,16
8387,Graduate,43140.0,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,57,540,Partner,1,3,235,10
1829,PhD,54959.0,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,53,526,Alone,1,2,1232,18
3839,Undergraduate,15056.0,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,56,422,Alone,2,3,88,7
9392,Graduate,26954.0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,43,52,Alone,1,2,17,3
2292,Graduate,22327.0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,29,331,Alone,1,2,24,4
10466,Graduate,44393.0,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,49,311,Partner,2,4,60,5
9855,PhD,62000.0,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,62,308,Alone,1,2,1020,25
4088,PhD,31497.0,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,52,570,Partner,1,3,155,8
5231,Undergraduate,45894.0,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,40,122,Partner,2,4,51,4
590,Postgraduate,78579.0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,44,554,Alone,0,1,1812,15
8732,Postgraduate,67369.0,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,45,589,Alone,1,2,1461,21
2315,Graduate,58401.0,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,54,70,Alone,1,2,96,5
3515,Graduate,62307.0,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,62,132,Alone,1,2,160,8
2245,Postgraduate,43641.0,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,45,433,Partner,2,4,139,7
6283,Postgraduate,63841.0,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,46,434,Alone,1,2,908,21
2246,Undergraduate,46891.0,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,49,301,Partner,1,3,183,7
6606,Postgraduate,70091.0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,45,455,Partner,1,3,1161,17
5545,PhD,78075.0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,42,85,Partner,0,2,988,13
7342,Undergraduate,59184.0,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,53,658,Alone,1,2,1072,24
837,Graduate,54809.0,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,37,291,Partner,2,4,174,8
9500,Graduate,58113.0,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,55,520,Partner,1,3,758,19
3602,Postgraduate,51412.0,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,56,180,Partner,1,3,195,9
234,Graduate,15287.0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,35,627,Alone,1,2,31,4
2995,Postgraduate,66636.0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,57,316,Partner,0,2,1084,16
1118,Postgraduate,50965.0,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,58,494,Partner,1,3,685,19
7789,PhD,84618.0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,49,219,Partner,0,2,1672,25
3068,Graduate,18351.0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,24,243,Partner,0,2,43,5
8955,PhD,40451.0,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,57,133,Partner,2,4,49,4
945,Graduate,36317.0,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,49,403,Partner,1,3,133,7
5644,Graduate,42213.0,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,57,260,Partner,1,3,363,13
7192,Graduate,65748.0,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,59,440,Partner,1,3,545,16
2324,Graduate,77044.0,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,42,245,Partner,1,3,1065,29
697,Graduate,74918.0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,45,474,Partner,0,2,2047,20
3439,Graduate,56721.0,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,42,606,Partner,2,4,296,10
1506,Graduate,42160.0,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,39,366,Alone,2,3,140,7
232,Graduate,61559.0,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,49,347,Alone,1,2,530,16
8876,PhD,33629.0,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,51,690,Partner,2,4,152,8
4500,PhD,68682.0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,23,266,Partner,0,2,1598,23
9739,Graduate,34377.0,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,51,526,Alone,1,2,114,6
10395,Undergraduate,8940.0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,28,676,Alone,1,2,101,7
1176,Graduate,26228.0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,41,280,Partner,1,3,25,3
1627,Undergraduate,77297.0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,57,519,Alone,0,1,789,21
938,Graduate,40211.0,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,33,334,Partner,2,4,87,5
2740,PhD,33438.0,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,56,280,Alone,2,3,90,7
257,PhD,75032.0,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,55,427,Partner,1,3,1215,18
4058,PhD,61284.0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,59,260,Alone,0,1,811,21
7736,Graduate,22518.0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,28,615,Partner,1,3,61,5
8210,Postgraduate,54730.0,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,39,318,Partner,1,3,405,13
833,Postgraduate,38452.0,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,59,91,Partner,2,4,72,6
6230,Graduate,44421.0,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,43,499,Alone,2,3,189,9
7325,PhD,38197.0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,28,365,Partner,1,3,40,4
1307,Graduate,41986.0,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,36,140,Alone,1,2,63,7
1502,Graduate,28427.0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,31,465,Partner,1,3,52,5
6211,PhD,37395.0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,38,58,Partner,1,3,39,4
843,Graduate,64722.0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,43,34,Partner,1,3,805,21
4174,Postgraduate,55249.0,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,58,73,Partner,1,3,130,7
9757,Graduate,84906.0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,42,268,Partner,0,2,1631,23
6918,Graduate,28691.0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,25,360,Partner,1,3,34,4
286,Graduate,44213.0,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,62,212,Alone,2,3,152,8
11086,Undergraduate,25707.0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,30,162,Alone,1,2,21,4
1921,PhD,59062.0,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,47,269,Partner,3,5,71,5
4138,Graduate,76624.0,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,52,36,Alone,1,2,899,22
7718,Postgraduate,66000.0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,67,70,Partner,0,2,711,9
1291,PhD,27683.0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,36,694,Partner,1,3,351,12
6862,Graduate,1730.0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,43,42,Alone,0,1,8,0
4136,Undergraduate,7500.0,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,22,573,Alone,1,2,119,7
803,Graduate,40521.0,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,46,450,Partner,2,4,21,3
4298,PhD,20427.0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,41,97,Partner,1,3,10,3
10833,Graduate,65106.0,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,39,36,Partner,1,3,973,24
9606,PhD,69969.0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,49,306,Partner,0,2,1536,12
8534,Graduate,67433.0,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,62,348,Partner,2,4,992,24
5153,PhD,77766.0,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,47,492,Partner,1,3,1529,32
961,Graduate,74716.0,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,42,290,Partner,1,3,860,15
5011,Graduate,68118.0,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,51,254,Alone,1,2,928,21
6653,PhD,55158.0,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,44,699,Partner,2,4,418,14
9094,Undergraduate,62972.0,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,59,695,Partner,1,3,587,14
810,Graduate,74190.0,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,39,48,Partner,1,3,641,17
5493,Graduate,39356.0,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,38,102,Partner,2,4,23,3
2147,Graduate,76653.0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,45,317,Partner,0,2,2279,22
5107,PhD,35860.0,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,41,41,Alone,2,3,49,4
3979,PhD,90687.0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,31,403,Alone,0,1,1779,16
6049,Postgraduate,73450.0,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,32,206,Partner,0,2,1804,26
8147,Graduate,31454.0,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,54,358,Partner,2,4,48,5
1857,Graduate,47139.0,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,62,115,Alone,2,3,83,5
3910,Graduate,83829.0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,39,264,Alone,0,1,1862,17
5207,PhD,53378.0,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,51,643,Partner,2,4,793,19
11114,Graduate,19656.0,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,44,506,Partner,1,3,84,6
5429,PhD,45579.0,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,66,313,Partner,1,3,183,9
9400,Undergraduate,85485.0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,56,8,Alone,0,1,1383,18
1740,Graduate,55956.0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,70,83,Partner,0,2,999,14
7488,Postgraduate,64191.0,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,51,523,Alone,1,2,825,21
195,Graduate,38808.0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,42,672,Alone,1,2,246,10
635,Postgraduate,57183.0,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,48,467,Partner,2,4,610,17
7527,Postgraduate,23748.0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,46,585,Alone,1,2,76,6
10319,Graduate,66303.0,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,43,488,Partner,1,3,1286,18
2296,Postgraduate,37368.0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,39,195,Partner,1,3,30,3
10637,Graduate,40800.0,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,50,544,Partner,3,5,99,6
2931,Graduate,71847.0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,36,646,Alone,0,1,1192,22
907,Graduate,46149.0,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,39,212,Partner,1,3,362,13
3698,Graduate,78687.0,2012-08-09,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,31,689,Partner,0,2,2130,18
9516,Undergraduate,49118.0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,43,680,Alone,0,1,1229,26
679,PhD,37633.0,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,57,647,Partner,2,4,38,4
7384,Postgraduate,39767.0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,63,343,Partner,0,2,485,15
5043,Undergraduate,26997.0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,63,601,Partner,0,2,434,11
5267,Graduate,33986.0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,44,472,Alone,1,2,44,4
339,PhD,57091.0,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,42,583,Partner,1,3,496,16
2516,Undergraduate,46831.0,2013-06-08,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,45,386,Partner,2,4,78,5
9010,Postgraduate,83151.0,2013-02-10,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,42,504,Partner,0,2,2346,22
378,Graduate,52531.0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,43,546,Partner,0,2,794,19
4808,Graduate,15759.0,2013-09-05,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,58,297,Partner,0,2,17,3
5068,Graduate,22804.0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,43,333,Alone,1,2,26,4
7628,Undergraduate,43050.0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,41,103,Partner,1,3,76,6
7128,PhD,42997.0,2013-12-07,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,37,204,Alone,2,3,15,3
2811,PhD,48918.0,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,51,78,Alone,2,3,62,5
3551,Postgraduate,60033.0,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,60,92,Partner,1,3,198,8
1663,PhD,34043.0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,36,247,Partner,1,3,49,4
5543,Graduate,57811.0,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,48,370,Partner,1,3,802,20
1577,Graduate,78569.0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,68,130,Partner,0,2,1736,14
10641,Graduate,7500.0,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,36,549,Alone,2,3,57,6
6024,Graduate,94384.0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,61,482,Partner,0,2,2302,18
1878,Undergraduate,23148.0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,29,131,Partner,0,2,37,5
3099,Graduate,44267.0,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,44,489,Alone,2,3,310,11
6055,Graduate,71626.0,2012-11-01,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,35,605,Partner,0,2,1305,18
5841,Graduate,60894.0,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,48,366,Partner,1,3,832,21
3972,Graduate,50200.0,2013-04-03,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,38,452,Partner,2,4,401,13
4394,PhD,81051.0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,49,37,Partner,0,2,1501,22
5758,Graduate,65169.0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,32,166,Partner,0,2,1189,27
6658,Graduate,59868.0,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,42,342,Partner,1,3,1194,25
4603,PhD,65695.0,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,54,149,Partner,1,3,656,19
8427,Postgraduate,64857.0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,58,583,Alone,0,1,1540,22
10260,Postgraduate,45143.0,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,49,307,Partner,1,3,311,12
7143,Undergraduate,74805.0,2013-11-06,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,59,235,Partner,1,3,820,21
8789,Undergraduate,59060.0,2014-01-11,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,25,169,Partner,1,3,274,11
6197,PhD,27238.0,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,52,435,Alone,2,3,57,6
4554,Graduate,47009.0,2013-10-01,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,49,271,Partner,1,3,448,13
4937,Undergraduate,46094.0,2014-06-10,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,41,19,Partner,2,4,44,4
1920,Graduate,40321.0,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,42,335,Partner,2,4,102,6
