ID,Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Purchases,Total_Accepted_Campaigns,Children_at_home,Living_With,Family_Size
1833,PhD,39190.0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,52,4329,133,9,0,1,Alone,2
4944,Graduate,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,67,4575,777,17,0,0,Partner,2
9080,PhD,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,54,4637,73,9,0,2,Alone,3
6466,PhD,57236.0,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,61,4374,121,10,0,2,Partner,4
9964,Graduate,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,47,4591,424,15,0,1,Alone,2
4790,Graduate,79803.0,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,68,4292,868,13,0,1,Alone,2
10245,Undergraduate,80910.0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,40,4871,756,15,0,0,Alone,1
1109,Postgraduate,27590.0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,44,4697,12,4,0,1,Partner,3
6001,Graduate,56775.0,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,47,4808,937,25,0,1,Partner,3
5538,Graduate,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,51,4529,1862,17,3,0,Alone,1
10552,Undergraduate,54210.0,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,47,4670,367,14,0,1,Partner,3
1545,Graduate,38508.0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,40,4596,443,20,0,1,Partner,3
7409,Graduate,53187.0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,56,4511,267,13,0,1,Partner,3
4444,Graduate,30023.0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,54,4362,61,6,0,1,Partner,3
146,PhD,76045.0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,66,4491,1323,21,1,0,Alone,1
6271,PhD,50870.0,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,74,4275,63,6,0,1,Partner,3
10065,Undergraduate,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,56,4595,64,8,0,0,Partner,2
4741,Undergraduate,65463.0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,52,4415,562,19,1,1,Partner,3
246,Graduate,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,61,4294,312,19,0,2,Partner,4
375,Graduate,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,72,4754,1156,16,0,0,Alone,1
1524,Undergraduate,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,43,4750,1104,16,1,0,Alone,1
10022,PhD,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,53,4405,16,4,0,2,Alone,3
7451,Postgraduate,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,66,4397,2008,19,1,0,Alone,1
11010,PhD,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,42,4568,44,9,0,1,Alone,2
4356,Graduate,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,55,4570,1574,14,2,1,Partner,3
3885,PhD,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,43,4521,63,5,1,1,Partner,3
1175,Postgraduate,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,43,4547,426,12,1,0,Partner,2
880,Undergraduate,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,60,4794,96,6,0,0,Partner,2
2320,Undergraduate,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,48,4555,635,23,0,1,Partner,3
850,Graduate,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,58,4531,757,22,0,1,Alone,2
4713,PhD,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,47,4849,125,9,0,1,Partner,3
675,Postgraduate,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,53,4673,332,16,0,2,Alone,3
5025,Graduate,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,47,4452,135,8,0,1,Alone,2
2308,Graduate,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,72,4853,330,14,0,1,Partner,3
5995,Graduate,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,64,4823,384,20,0,2,Alone,3
6749,Graduate,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,60,4955,1722,18,0,2,Alone,3
1010,Graduate,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,49,4331,78,7,0,3,Partner,5
8977,Undergraduate,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,41,4798,24,4,0,0,Alone,1
4756,Undergraduate,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,74,4456,1168,25,0,0,Alone,1
3412,Postgraduate,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,75,4795,957,17,1,1,Partner,3
606,Graduate,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,59,4527,15,4,0,2,Alone,3
5961,Graduate,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,48,4287,57,5,0,1,Partner,3
2975,Graduate,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,50,4859,1956,24,1,1,Partner,3
2894,Graduate,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,41,4508,2013,21,3,0,Alone,1
7613,Undergraduate,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,52,4301,326,14,0,1,Partner,3
10542,PhD,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,58,4958,77,9,0,2,Partner,4
8015,PhD,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,64,4687,1313,20,0,0,Alone,1
10617,Postgraduate,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,37,4303,30,8,0,0,Alone,1
11166,Graduate,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,65,4777,315,14,0,1,Partner,3
849,Postgraduate,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,73,4639,660,22,0,1,Partner,3
523,Graduate,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,37,4779,74,7,0,1,Partner,3
4066,Undergraduate,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,48,4314,46,7,0,1,Alone,2
8414,PhD,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,64,4581,86,8,0,1,Alone,2
819,Graduate,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,81,4501,1103,25,0,0,Alone,1
4961,Postgraduate,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,52,4424,61,11,0,1,Partner,3
749,Graduate,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,45,4487,145,9,1,1,Partner,3
5430,Graduate,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,70,4918,684,31,0,2,Partner,4
7755,PhD,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,72,4494,411,16,0,1,Partner,3
10525,Graduate,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,40,4889,27,4,1,1,Alone,2
1453,PhD,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,83,4623,1060,27,0,0,Alone,1
8310,Graduate,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,62,4934,1459,24,0,1,Partner,3
10710,Graduate,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,47,4934,18,4,0,1,Partner,3
5031,Graduate,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,52,4910,1833,26,1,0,Partner,2
2613,Postgraduate,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,66,4352,237,12,0,1,Partner,3
213,PhD,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,63,4297,48,10,0,2,Alone,3
967,Graduate,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,50,4608,515,26,0,2,Partner,4
1077,Graduate,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,52,4836,1020,15,0,0,Partner,2
7959,Graduate,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,65,4296,1370,11,0,0,Partner,2
640,Graduate,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,75,4740,1026,25,0,1,Partner,3
4252,Graduate,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,61,4363,301,12,0,1,Partner,3
8432,Graduate,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,70,4918,684,31,0,2,Partner,4
6218,Graduate,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,61,4882,499,17,1,1,Partner,3
6905,Graduate,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,32,4941,1004,21,0,0,Partner,2
5922,PhD,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,52,4524,218,12,0,1,Partner,3
3598,Graduate,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,54,4667,606,22,0,1,Partner,3
6116,Undergraduate,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,58,4624,75,6,0,1,Partner,3
6263,Graduate,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,58,4941,106,9,0,3,Partner,5
10486,Graduate,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,78,4661,990,17,0,0,Partner,2
2410,Graduate,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,57,4423,1097,16,0,0,Alone,1
193,Undergraduate,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,30,4397,16,4,1,0,Partner,2
3363,Undergraduate,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,52,4369,34,5,0,0,Partner,2
8278,PhD,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,36,4937,1711,16,0,0,Partner,2
10660,Postgraduate,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,69,4433,438,17,1,2,Partner,4
8686,Undergraduate,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,47,4802,75,7,0,1,Partner,3
1604,Postgraduate,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,66,4493,225,13,0,1,Partner,3
5907,Postgraduate,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,74,4868,18,4,0,2,Partner,4
10669,Graduate,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,45,4673,470,17,0,1,Partner,3
2918,Graduate,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,45,4707,91,9,0,2,Alone,3
5735,Postgraduate,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,35,4401,2525,18,1,0,Alone,1
359,Graduate,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,76,4797,504,19,0,1,Partner,3
8387,Graduate,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,69,4805,235,11,0,1,Partner,3
1829,PhD,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,65,4791,1232,21,1,1,Alone,2
3839,Undergraduate,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,68,4687,88,12,0,2,Alone,3
9392,Graduate,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,55,4317,17,4,0,1,Alone,2
2292,Graduate,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,41,4596,24,5,0,1,Alone,2
10466,Graduate,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,61,4576,60,7,0,2,Partner,4
9855,PhD,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,74,4573,1020,26,1,1,Alone,2
4088,PhD,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,64,4835,155,10,0,1,Partner,3
5231,Undergraduate,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,52,4387,51,5,0,2,Partner,4
590,Postgraduate,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,56,4819,1812,16,0,0,Alone,1
8732,Postgraduate,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,57,4854,1461,25,2,1,Alone,2
2315,Graduate,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,66,4335,96,6,0,1,Alone,2
3515,Graduate,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,74,4397,160,9,0,1,Alone,2
2245,Postgraduate,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,57,4698,139,10,0,2,Partner,4
6283,Postgraduate,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,58,4699,908,22,0,1,Alone,2
2246,Undergraduate,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,61,4566,183,8,0,1,Partner,3
6606,Postgraduate,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,57,4720,1161,19,1,1,Partner,3
5545,PhD,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,54,4350,988,14,0,0,Partner,2
7342,Undergraduate,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,65,4923,1072,27,0,1,Alone,2
837,Graduate,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,49,4556,174,12,0,2,Partner,4
9500,Graduate,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,67,4785,758,22,0,1,Partner,3
3602,Postgraduate,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,68,4445,195,11,0,1,Partner,3
234,Graduate,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,47,4892,31,6,1,1,Alone,2
2995,Postgraduate,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,69,4581,1084,17,0,0,Partner,2
1118,Postgraduate,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,70,4759,685,22,1,1,Partner,3
7789,PhD,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,61,4484,1672,26,1,0,Partner,2
3068,Graduate,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,36,4508,43,6,0,0,Partner,2
8955,PhD,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,69,4398,49,5,1,2,Partner,4
945,Graduate,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,61,4668,133,9,0,1,Partner,3
5644,Graduate,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,69,4525,363,15,1,1,Partner,3
7192,Graduate,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,71,4705,545,18,0,1,Partner,3
2324,Graduate,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,54,4510,1065,31,1,1,Partner,3
697,Graduate,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,57,4739,2047,21,1,0,Partner,2
3439,Graduate,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,54,4871,296,15,0,2,Partner,4
1506,Graduate,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,51,4631,140,11,0,2,Alone,3
232,Graduate,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,61,4612,530,17,0,1,Alone,2
8876,PhD,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,63,4955,152,13,0,2,Partner,4
4500,PhD,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,35,4531,1598,24,0,0,Partner,2
9739,Graduate,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,63,4791,114,8,0,1,Alone,2
10395,Undergraduate,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,40,4941,101,10,0,1,Alone,2
1176,Graduate,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,53,4545,25,4,0,1,Partner,3
1627,Undergraduate,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,69,4784,789,22,1,0,Alone,1
938,Graduate,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,45,4599,87,7,1,2,Partner,4
2740,PhD,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,68,4545,90,11,0,2,Alone,3
257,PhD,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,67,4692,1215,20,0,1,Partner,3
4058,PhD,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,71,4525,811,22,1,0,Alone,1
7736,Graduate,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,40,4880,61,7,1,1,Partner,3
8210,Postgraduate,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,51,4583,405,18,0,1,Partner,3
833,Postgraduate,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,71,4356,72,9,0,2,Partner,4
6230,Graduate,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,55,4764,189,14,0,2,Alone,3
7325,PhD,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,40,4630,40,5,0,1,Partner,3
1307,Graduate,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,48,4405,63,10,0,1,Alone,2
1502,Graduate,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,43,4730,52,7,0,1,Partner,3
6211,PhD,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,50,4323,39,5,0,1,Partner,3
843,Graduate,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,55,4299,805,25,0,1,Partner,3
4174,Postgraduate,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,70,4338,130,8,0,1,Partner,3
9757,Graduate,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,54,4533,1631,24,3,0,Partner,2
6918,Graduate,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,37,4625,34,5,0,1,Partner,3
286,Graduate,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,74,4477,152,12,0,2,Alone,3
11086,Undergraduate,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,42,4427,21,5,0,1,Alone,2
1921,PhD,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,59,4534,71,7,0,3,Partner,5
4138,Graduate,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,64,4301,899,23,1,1,Alone,2
7718,Postgraduate,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,79,4335,711,10,0,0,Partner,2
1291,PhD,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,48,4959,351,16,0,1,Partner,3
6862,Graduate,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,55,4307,8,15,0,0,Alone,1
4136,Undergraduate,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,34,4838,119,11,0,1,Alone,2
803,Graduate,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,58,4715,21,4,0,2,Partner,4
4298,PhD,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,53,4362,10,4,0,1,Partner,3
10833,Graduate,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,51,4301,973,27,1,1,Partner,3
9606,PhD,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,61,4571,1536,13,2,0,Partner,2
8534,Graduate,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,74,4613,992,28,1,2,Partner,4
5153,PhD,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,59,4757,1529,34,1,1,Partner,3
961,Graduate,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,54,4555,860,17,0,1,Partner,3
5011,Graduate,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,63,4519,928,23,0,1,Alone,2
6653,PhD,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,56,4964,418,18,0,2,Partner,4
9094,Undergraduate,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,71,4960,587,16,0,1,Partner,3
810,Graduate,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,51,4313,641,19,0,1,Partner,3
5493,Graduate,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,50,4367,23,4,1,2,Partner,4
2147,Graduate,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,57,4582,2279,23,2,0,Partner,2
5107,PhD,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,53,4306,49,6,1,2,Alone,3
3979,PhD,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,43,4668,1779,17,1,0,Alone,1
6049,Postgraduate,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,44,4471,1804,27,2,0,Partner,2
8147,Graduate,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,66,4623,48,8,0,2,Partner,4
1857,Graduate,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,74,4380,83,7,0,2,Alone,3
3910,Graduate,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,51,4529,1862,17,3,0,Alone,1
5207,PhD,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,63,4908,793,29,0,2,Partner,4
11114,Graduate,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,56,4771,84,9,0,1,Partner,3
5429,PhD,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,78,4578,183,10,0,1,Partner,3
9400,Undergraduate,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,68,4273,1383,19,0,0,Alone,1
1740,Graduate,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,82,4348,999,16,1,0,Partner,2
7488,Postgraduate,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,63,4788,825,24,0,1,Alone,2
195,Graduate,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,54,4937,246,14,1,1,Alone,2
635,Postgraduate,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,60,4732,610,25,0,2,Partner,4
7527,Postgraduate,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,58,4850,76,9,0,1,Alone,2
10319,Graduate,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,55,4753,1286,22,1,1,Partner,3
2296,Postgraduate,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,51,4460,30,4,1,1,Partner,3
10637,Graduate,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,62,4809,99,8,0,3,Partner,5
2931,Graduate,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,48,4911,1192,22,1,0,Alone,1
907,Graduate,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,51,4477,362,18,0,1,Partner,3
3698,Graduate,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,43,4954,2130,19,1,0,Partner,2
9516,Undergraduate,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,55,4945,1229,28,2,0,Alone,1
679,PhD,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,69,4912,38,6,0,2,Partner,4
7384,Postgraduate,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,75,4608,485,17,0,0,Partner,2
5043,Undergraduate,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,75,4866,434,13,0,0,Partner,2
5267,Graduate,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,56,4737,44,5,0,1,Alone,2
