Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Purchases,Children_at_home,Living_With,Family_Size
Graduate,26228.0,50,1.0986122886681098,1.9459101490553132,1.6094379124341003,1.3862943611198906,0.6931471805599453,2.302585092994046,1,1,0,2,8,0,0,0,0,0,0,0,53,4541,9.035986984831405,4,1,Partner,3
Undergraduate,77297.0,84,6.013715156042802,4.127134385045092,4.700480365792417,3.8918202981106265,4.812184355372417,3.7376696182833684,1,5,7,9,4,0,0,0,1,0,0,0,69,4780,27.283004178646724,22,0,Alone,1
Graduate,40211.0,30,3.9512437185814275,0.6931471805599453,2.0794415416798357,1.0986122886681098,0.6931471805599453,3.258096538021482,2,2,1,2,8,1,0,0,0,0,0,0,45,4595,11.773688448070745,7,2,Partner,4
PhD,33438.0,81,4.143134726391533,0.6931471805599453,2.833213344056216,1.3862943611198906,1.0986122886681098,1.9459101490553132,4,2,1,4,5,0,0,0,0,0,0,0,68,4541,12.100312049851008,11,2,Alone,3
PhD,75032.0,74,6.859614903654202,2.5649493574615367,5.198497031265826,3.871201010907891,2.5649493574615367,2.5649493574615367,2,5,4,9,3,0,0,0,0,0,0,0,67,4688,23.62416101821253,20,1,Partner,3
PhD,61284.0,76,6.428105272684596,2.772588722239781,4.672828834461906,3.044522437723423,2.0794415416798357,3.828641396489095,1,11,2,8,6,0,1,0,0,0,0,0,71,4521,22.826128205278636,22,0,Alone,1
Graduate,22518.0,36,2.4849066497880004,2.0794415416798357,2.5649493574615367,1.0986122886681098,1.0986122886681098,3.332204510175204,2,2,1,2,5,1,0,0,0,0,0,1,40,4876,12.658726636440795,7,1,Partner,3
Postgraduate,54730.0,64,5.765191102784844,1.3862943611198906,2.8903717578961645,1.6094379124341003,2.0794415416798357,4.04305126783455,5,4,1,8,4,0,0,0,0,0,0,0,51,4579,17.773787943749387,18,1,Partner,3
Postgraduate,38452.0,62,4.04305126783455,0.0,2.70805020110221,0.0,0.0,1.0986122886681098,3,3,0,3,7,0,0,0,0,0,0,0,71,4352,7.84971375760487,9,2,Partner,4
Graduate,44421.0,53,4.709530201312334,1.791759469228055,4.0943445622221,2.0794415416798357,0.6931471805599453,2.0794415416798357,5,5,0,4,8,0,0,0,0,0,0,0,55,4760,15.447664496682107,14,2,Alone,3
PhD,38197.0,86,3.1780538303479458,0.0,2.4849066497880004,1.0986122886681098,0.6931471805599453,1.3862943611198906,1,1,0,3,5,0,0,0,0,0,0,0,40,4626,8.841014310483892,5,1,Partner,3
Graduate,41986.0,15,3.332204510175204,1.791759469228055,2.1972245773362196,2.1972245773362196,1.3862943611198906,2.5649493574615367,3,3,0,4,4,0,0,0,0,0,0,0,48,4401,13.469656852657126,10,1,Alone,2
Graduate,28427.0,67,2.9444389791664403,1.3862943611198906,2.995732273553991,1.3862943611198906,1.3862943611198906,1.9459101490553132,2,2,0,3,8,0,0,0,0,0,0,0,43,4726,12.044964485135417,7,1,Partner,3
PhD,37395.0,47,2.9444389791664403,0.0,2.302585092994046,0.0,0.6931471805599453,2.4849066497880004,1,1,0,3,6,0,0,0,0,0,0,0,50,4319,8.425077902508432,5,1,Partner,3
Graduate,64722.0,47,5.717027701406222,0.0,5.638354669333745,4.110873864173311,4.997212273764115,2.772588722239781,4,8,2,11,6,0,0,0,0,0,0,0,55,4295,23.236057230917176,25,1,Partner,3
Postgraduate,55249.0,81,4.584967478670572,0.6931471805599453,2.995732273553991,1.0986122886681098,0.0,2.4849066497880004,1,2,1,4,3,0,0,0,0,0,0,0,70,4334,11.857365871240617,8,1,Partner,3
Graduate,84906.0,98,6.905753276311464,2.772588722239781,6.028278520230698,4.605170185988092,3.4339872044851463,4.343805421853684,1,5,6,12,2,0,1,1,0,1,0,0,54,4529,28.089583331108862,24,0,Partner,2
Graduate,28691.0,56,1.791759469228055,1.6094379124341003,2.6390573296152584,2.1972245773362196,0.0,1.6094379124341003,1,1,0,3,8,0,0,0,0,0,0,0,37,4621,9.846917201047733,5,1,Partner,3
Graduate,44213.0,48,4.564348191467836,2.4849066497880004,3.58351893845611,0.0,1.6094379124341003,2.0794415416798357,4,2,1,5,6,0,0,0,0,0,0,0,74,4473,14.321653233825883,12,2,Alone,3
Undergraduate,25707.0,18,0.6931471805599453,1.9459101490553132,1.0986122886681098,1.3862943611198906,1.9459101490553132,1.3862943611198906,1,1,0,3,7,0,0,0,0,0,0,0,42,4423,8.456168489578463,5,1,Alone,2
PhD,59062.0,74,3.8501476017100584,0.6931471805599453,2.5649493574615367,1.3862943611198906,0.0,2.302585092994046,2,2,0,3,4,0,0,0,0,0,0,0,59,4530,10.797123593845477,7,3,Partner,5
Graduate,76624.0,68,6.021023349349527,4.672828834461906,4.997212273764115,4.007333185232471,4.7535901911063645,4.204692619390966,1,5,10,7,1,1,0,0,0,0,0,0,64,4297,28.65668045330535,23,1,Alone,2
Postgraduate,66000.0,36,5.501258210544727,3.9512437185814275,5.602118820879701,4.624972813284271,0.0,3.828641396489095,1,1,3,5,1,0,0,0,0,0,0,0,79,4331,23.508234959779223,10,0,Partner,2
PhD,27683.0,90,5.030437921392435,2.302585092994046,4.804021044733257,2.5649493574615367,2.5649493574615367,3.828641396489095,4,6,2,4,8,0,0,0,0,0,0,0,48,4955,21.095584170531907,16,1,Partner,3
Graduate,1730.0,65,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,15,0,0,0,20,0,0,0,0,0,0,0,55,4303,4.852030263919617,15,0,Alone,1
Undergraduate,7500.0,63,2.3978952727983707,2.8903717578961645,2.9444389791664403,2.1972245773362196,3.295836866004329,3.713572066704308,4,3,2,2,9,0,0,0,0,0,0,0,34,4834,17.439339519905833,11,1,Alone,2
Graduate,40521.0,82,2.5649493574615367,0.0,1.791759469228055,0.0,0.0,1.6094379124341003,1,0,1,2,5,0,0,0,0,0,0,0,58,4711,5.966146739123692,4,2,Partner,4
PhD,20427.0,63,1.791759469228055,0.0,1.6094379124341003,0.0,0.0,0.6931471805599453,1,1,0,2,8,0,0,0,0,0,0,0,53,4358,4.0943445622221,4,1,Partner,3
Graduate,65106.0,55,6.673297967767654,2.995732273553991,4.897839799950911,2.5649493574615367,0.0,2.995732273553991,3,8,3,13,6,0,1,0,0,0,0,0,51,4297,20.12755167228808,27,1,Partner,3
PhD,69969.0,64,6.78332520060396,3.4011973816621555,6.244166900663736,3.6635616461296463,3.4011973816621555,3.8066624897703196,1,4,2,6,3,0,0,1,1,0,0,1,61,4567,27.300111000491974,13,0,Partner,2
Graduate,67433.0,51,6.423246963533519,3.367295829986474,5.560681631015528,2.5649493574615367,3.8918202981106265,3.4339872044851463,4,6,5,13,4,0,1,0,0,0,0,0,74,4609,25.24198128459283,28,2,Partner,4
PhD,77766.0,97,6.912742820493176,4.0943445622221,5.583496308781699,4.7535901911063645,4.0943445622221,3.332204510175204,2,11,10,11,6,1,0,0,0,0,0,1,59,4753,28.770722955000643,34,1,Partner,3
Graduate,74716.0,92,4.897839799950911,3.332204510175204,6.045005314036012,2.6390573296152584,5.278114659230517,4.276666119016055,2,7,3,5,4,0,0,0,0,0,0,0,54,4551,26.46888773202396,17,1,Partner,3
Graduate,68118.0,51,6.39024066706535,3.1780538303479458,4.820281565605037,2.3978952727983707,3.1780538303479458,5.043425116919247,2,8,9,4,6,0,0,0,0,0,0,0,63,4515,25.0079502830839,23,1,Alone,2
PhD,55158.0,72,5.683579767338681,0.0,4.477336814478207,1.6094379124341003,2.4849066497880004,3.1780538303479458,4,7,2,5,7,0,0,0,0,0,0,1,56,4960,17.433314974386935,18,2,Partner,4
Undergraduate,62972.0,39,5.749392985908253,2.772588722239781,3.871201010907891,3.044522437723423,0.0,5.262690188904886,2,7,4,3,6,0,0,0,0,0,0,1,71,4956,20.700395345684235,16,1,Partner,3
Graduate,74190.0,49,5.0238805208462765,4.406719247264253,4.465908118654584,5.1298987149230735,4.5217885770490405,4.174387269895637,2,4,2,11,2,0,0,0,0,0,0,0,51,4309,27.722582448632863,19,1,Partner,3
Graduate,39356.0,21,2.772588722239781,0.0,1.0986122886681098,0.0,0.0,1.9459101490553132,1,1,0,2,6,1,0,0,0,0,0,0,50,4363,5.817111159963204,4,2,Partner,4
Graduate,76653.0,91,6.602587892189336,4.1588830833596715,6.853299093186078,5.393627546352362,5.247024072160486,4.844187086458591,1,4,7,11,2,0,0,1,1,0,0,0,57,4578,33.09960877370653,23,0,Partner,2
PhD,35860.0,37,2.772588722239781,0.0,2.1972245773362196,1.6094379124341003,1.0986122886681098,3.044522437723423,2,1,1,2,5,1,0,0,0,0,0,0,53,4302,10.722385938401635,6,2,Alone,3
PhD,90687.0,98,6.890609120147166,2.8903717578961645,6.511745329644728,3.1780538303479458,3.5553480614894135,3.9512437185814275,1,6,2,8,2,0,0,1,0,0,0,1,43,4664,26.977371818106846,17,0,Alone,1
Postgraduate,73450.0,85,7.04141166379481,3.9512437185814275,6.030685260261263,4.51085950651685,4.248495242049359,3.6375861597263857,1,7,8,11,3,1,0,0,1,0,0,0,44,4467,29.420281550930095,27,0,Partner,2
Graduate,31454.0,40,3.367295829986474,0.0,2.4849066497880004,0.0,0.0,2.302585092994046,3,2,0,3,8,0,0,0,0,0,0,0,66,4619,8.15478757276852,8,2,Partner,4
Graduate,47139.0,2,3.8501476017100584,0.0,2.5649493574615367,0.0,1.0986122886681098,3.1780538303479458,2,2,1,2,7,0,0,0,0,0,0,1,74,4376,10.691763078187652,7,2,Alone,3
Graduate,83829.0,78,6.8001700683022,5.087596335232384,6.066108090103747,5.231108616854587,5.087596335232384,3.332204510175204,0,4,7,6,1,1,0,1,1,0,0,1,51,4525,31.604783955900505,17,0,Alone,1
PhD,53378.0,41,6.194405391104672,1.9459101490553132,5.030437921392435,2.1972245773362196,1.9459101490553132,4.890349128221754,10,9,4,6,8,0,0,0,0,0,0,1,63,4904,22.204237316165706,29,2,Partner,4
Graduate,19656.0,94,3.258096538021482,1.6094379124341003,2.302585092994046,1.9459101490553132,2.1972245773362196,3.4965075614664802,3,2,1,3,7,0,0,0,0,0,0,0,56,4767,14.809761831307641,9,1,Partner,3
PhD,45579.0,10,4.983606621708336,0.6931471805599453,3.5263605246161616,1.0986122886681098,0.6931471805599453,0.6931471805599453,1,4,1,4,6,0,0,0,0,0,0,0,78,4574,11.688020976672442,10,1,Partner,3
Undergraduate,85485.0,73,6.447305862541213,3.295836866004329,6.416732282512326,3.8066624897703196,2.9444389791664403,4.007333185232471,1,6,6,6,2,0,0,0,0,0,0,0,68,4269,26.918309665227103,19,0,Alone,1
Graduate,55956.0,22,6.634633357861686,3.6635616461296463,4.653960350157523,3.9318256327243257,2.302585092994046,3.6635616461296463,2,7,3,4,4,0,1,0,0,0,0,0,82,4344,24.850127725996874,16,0,Partner,2
Postgraduate,64191.0,30,6.042632833682381,2.772588722239781,5.231108616854587,5.0238805208462765,3.6635616461296463,2.772588722239781,3,5,3,13,3,0,0,0,0,0,0,0,63,4784,25.506361061992454,24,1,Alone,2
Graduate,38808.0,21,4.836281906951478,2.8903717578961645,3.970291913552122,1.3862943611198906,2.995732273553991,3.4339872044851463,4,5,1,4,8,1,0,0,0,0,0,1,54,4933,19.512959417558793,14,1,Alone,2
Postgraduate,57183.0,51,6.142037405587356,1.791759469228055,4.174387269895637,2.0794415416798357,0.0,4.2626798770413155,8,9,1,7,8,0,0,0,0,0,0,0,60,4728,18.4503055634322,25,2,Partner,4
Postgraduate,23748.0,97,1.9459101490553132,1.9459101490553132,3.4011973816621555,2.5649493574615367,2.772588722239781,2.1972245773362196,3,2,1,3,8,0,0,0,0,0,0,0,58,4846,14.82778033681032,9,1,Alone,2
Graduate,66303.0,56,6.994849985833071,2.5649493574615367,4.574710978503383,2.833213344056216,2.5649493574615367,4.110873864173311,4,3,4,11,8,0,1,0,0,0,0,0,55,4749,23.64354688748905,22,1,Partner,3
Postgraduate,37368.0,4,1.3862943611198906,1.0986122886681098,2.4849066497880004,1.0986122886681098,1.0986122886681098,2.3978952727983707,1,1,0,2,6,1,0,0,0,0,0,0,51,4456,9.56493314971059,4,1,Partner,3
Graduate,40800.0,77,3.2188758248682006,0.0,3.332204510175204,2.1972245773362196,3.4339872044851463,2.3978952727983707,2,3,0,3,7,0,0,0,0,0,1,0,62,4805,14.58018738966314,8,3,Partner,5
Graduate,71847.0,95,6.6039438246004725,3.091042453358316,4.672828834461906,4.02535169073515,4.1588830833596715,5.351858133476067,0,6,7,9,3,0,0,0,1,0,0,0,48,4907,27.903908019991583,22,0,Alone,1
Graduate,46149.0,36,5.541263545158426,1.9459101490553132,4.276666119016055,1.6094379124341003,0.0,3.332204510175204,5,5,1,7,5,0,0,0,0,0,0,0,51,4473,16.705482235839096,18,1,Partner,3
Graduate,78687.0,13,6.706862336602747,5.225746673713202,6.5337888379333435,4.983606621708336,4.02535169073515,5.488937726156687,1,4,6,8,2,0,0,1,0,0,0,1,43,4950,32.96429388684947,19,0,Partner,2
Undergraduate,49118.0,90,6.431331081933479,4.007333185232471,5.480638923341991,4.605170185988092,4.59511985013459,4.787491742782046,2,9,7,10,7,0,1,0,0,1,0,1,55,4941,29.90708496941267,28,0,Alone,1
PhD,37633.0,49,2.6390573296152584,1.6094379124341003,3.044522437723423,0.0,0.0,0.6931471805599453,2,1,0,3,9,0,0,0,0,0,0,0,69,4908,7.986164860332726,6,2,Partner,4
Postgraduate,39767.0,18,4.736198448394496,4.127134385045092,5.3230099791384085,3.5553480614894135,3.295836866004329,3.871201010907891,2,7,1,7,8,0,0,0,0,0,0,0,75,4604,24.90872875097963,17,0,Partner,2
Undergraduate,26997.0,89,2.0794415416798357,3.1780538303479458,4.3694478524670215,4.897839799950911,3.912023005428146,4.976733742420574,2,4,2,5,7,0,0,0,0,0,0,0,75,4862,23.413539772294435,13,0,Partner,2
Graduate,33986.0,43,2.833213344056216,1.0986122886681098,2.9444389791664403,1.0986122886681098,0.6931471805599453,1.791759469228055,1,1,0,3,7,0,0,0,0,0,0,0,56,4733,10.459783550346875,5,1,Alone,2
PhD,57091.0,82,6.137727054086234,0.0,3.2188758248682006,1.9459101490553132,0.0,1.6094379124341003,2,9,2,5,7,0,1,0,0,0,0,1,54,4844,12.911950940443848,18,1,Partner,3
Undergraduate,46831.0,84,3.1354942159291497,1.0986122886681098,2.3978952727983707,1.9459101490553132,1.6094379124341003,3.5553480614894135,2,1,2,2,4,0,0,0,0,0,0,0,57,4647,13.742697900374456,7,2,Partner,4
Postgraduate,83151.0,80,6.876264611890766,4.997212273764115,6.736966958001855,4.927253685157205,3.7612001156935624,5.351858133476067,1,5,7,10,2,1,0,1,1,0,0,1,54,4765,32.65075577798357,23,0,Partner,2
Graduate,52531.0,68,5.648974238161206,4.727387818712341,5.0238805208462765,3.9512437185814275,4.290459441148391,4.836281906951478,2,7,2,10,6,0,0,0,0,0,0,0,55,4807,28.478227644401116,21,0,Partner,2
Graduate,15759.0,12,0.6931471805599453,1.0986122886681098,1.791759469228055,1.9459101490553132,0.0,1.3862943611198906,1,1,0,2,7,0,0,0,0,0,0,0,70,4558,6.915723448631314,4,0,Partner,2
Graduate,22804.0,75,2.70805020110221,0.6931471805599453,2.0794415416798357,1.0986122886681098,0.6931471805599453,0.6931471805599453,1,2,0,2,9,0,0,0,0,0,0,0,55,4594,7.965545573129992,5,1,Alone,2
Undergraduate,43050.0,10,3.4339872044851463,1.791759469228055,3.2188758248682006,1.9459101490553132,1.3862943611198906,2.1972245773362196,2,2,0,4,5,0,0,0,0,0,0,0,53,4364,13.974051586092827,8,1,Partner,3
PhD,42997.0,91,1.6094379124341003,0.0,1.791759469228055,0.0,0.6931471805599453,1.791759469228055,1,1,0,2,7,0,0,0,0,0,0,0,49,4465,5.886104031450156,4,2,Alone,3
PhD,48918.0,21,3.970291913552122,0.0,2.302585092994046,0.0,0.0,0.6931471805599453,2,1,0,4,4,0,0,0,0,0,0,0,63,4339,6.966024187106113,7,2,Alone,3
Postgraduate,60033.0,28,4.143134726391533,0.6931471805599453,4.060443010546419,2.995732273553991,2.4849066497880004,3.8918202981106265,2,2,1,5,2,0,0,0,0,0,0,0,72,4353,18.269184138950514,10,1,Partner,3
PhD,34043.0,97,3.044522437723423,1.0986122886681098,2.70805020110221,1.3862943611198906,0.0,2.3978952727983707,1,2,0,2,9,0,0,0,0,0,0,0,48,4508,10.635374561412004,5,1,Partner,3
Graduate,57811.0,49,6.302618975744905,2.0794415416798357,4.74493212836325,3.6375861597263857,3.091042453358316,4.3694478524670215,5,7,2,11,5,0,1,0,0,0,0,0,60,4631,24.225069111339714,25,1,Partner,3
Graduate,78569.0,14,6.326149473155099,4.382026634673881,6.434546518787453,5.337538079701318,5.170483995038151,4.564348191467836,1,4,6,4,1,0,0,1,0,0,0,1,80,4391,32.21509289282373,15,0,Partner,2
Graduate,7500.0,5,1.9459101490553132,1.791759469228055,1.6094379124341003,2.6390573296152584,1.6094379124341003,3.258096538021482,4,2,1,3,6,0,0,0,0,0,0,0,48,4810,12.853699310788308,10,2,Alone,3
Graduate,94384.0,62,7.013915474810528,3.2188758248682006,6.673297967767654,5.081404364984463,3.828641396489095,5.153291594497779,0,5,8,5,2,0,1,1,1,0,0,1,73,4743,30.969426623417725,18,0,Partner,2
Undergraduate,23148.0,83,1.6094379124341003,1.9459101490553132,2.1972245773362196,1.9459101490553132,1.3862943611198906,2.3978952727983707,1,2,0,3,7,0,0,0,0,0,0,0,41,4392,11.482672421799208,6,0,Partner,2
Graduate,44267.0,48,5.214935757608986,1.791759469228055,4.189654742026425,1.3862943611198906,1.791759469228055,3.912023005428146,5,5,2,4,9,0,0,0,0,0,0,0,56,4750,18.286426804639557,16,2,Alone,3
Graduate,71626.0,94,6.304448802421981,4.290459441148391,5.932245187448011,4.553876891600541,4.983606621708336,4.290459441148391,1,5,5,8,3,0,1,0,0,0,0,0,47,4866,30.355096385475655,19,0,Partner,2
Graduate,60894.0,61,6.408528791059498,2.0794415416798357,5.049856007249537,2.3978952727983707,0.0,4.007333185232471,5,10,3,8,7,0,0,0,0,0,0,0,60,4627,19.943054798019713,26,1,Partner,3
Graduate,50200.0,70,5.58724865840025,1.9459101490553132,3.9512437185814275,2.1972245773362196,1.9459101490553132,4.174387269895637,6,7,1,5,8,0,0,0,0,0,0,0,50,4713,19.80192452232416,19,2,Partner,4
PhD,81051.0,43,7.04141166379481,3.4011973816621555,5.521460917862246,3.6635616461296463,3.4011973816621555,2.70805020110221,1,5,5,12,2,0,1,1,0,0,0,0,61,4298,25.736879192213223,23,0,Partner,2
Graduate,65169.0,23,6.980075940561763,0.0,4.248495242049359,0.0,0.0,3.8501476017100584,1,10,4,13,6,1,0,1,1,1,0,1,44,4427,15.078718784321183,28,0,Partner,2
Graduate,59868.0,37,6.648984550024776,3.9512437185814275,5.043425116919247,4.007333185232471,2.3978952727983707,5.043425116919247,7,11,2,12,6,0,0,0,0,0,0,0,54,4603,27.09230696047554,32,1,Partner,3
PhD,65695.0,50,5.918893854273146,3.4965075614664802,5.247024072160486,0.0,4.07753744390572,1.9459101490553132,2,5,4,10,4,0,0,0,0,0,0,0,66,4410,20.685873080861143,21,1,Partner,3
Postgraduate,64857.0,78,6.322565239927284,2.70805020110221,6.576469569048224,5.351858133476067,0.0,3.784189633918261,1,7,5,10,4,0,0,0,0,0,0,0,70,4844,24.743132777472045,23,0,Alone,1
Postgraduate,45143.0,74,5.313205979041787,1.791759469228055,4.31748811353631,2.4849066497880004,1.791759469228055,2.70805020110221,3,6,1,5,7,0,0,0,0,0,0,0,61,4568,18.407169881924418,15,1,Partner,3
Undergraduate,74805.0,14,5.3471075307174685,5.093750200806762,5.3471075307174685,3.7376696182833684,5.093750200806762,3.6375861597263857,5,4,7,10,2,0,0,0,0,0,0,0,71,4496,28.256971241058217,26,1,Partner,3
Undergraduate,59060.0,77,3.58351893845611,3.713572066704308,4.718498871295094,3.6109179126442243,3.713572066704308,2.5649493574615367,3,3,1,7,4,0,0,0,0,0,0,0,37,4430,21.90502921326558,14,1,Partner,3
PhD,27238.0,39,3.6375861597263857,0.0,2.8903717578961645,0.0,0.0,1.3862943611198906,3,3,0,3,9,0,0,0,0,0,0,0,64,4696,7.914252278742441,9,2,Alone,3
Graduate,47009.0,89,5.147494476813453,3.828641396489095,4.30406509320417,4.0943445622221,2.3978952727983707,4.51085950651685,4,3,2,8,4,0,0,0,0,0,0,0,61,4532,24.28330030804404,17,1,Partner,3
Undergraduate,46094.0,62,2.5649493574615367,1.0986122886681098,3.044522437723423,1.3862943611198906,1.0986122886681098,1.791759469228055,1,1,0,3,7,0,0,0,0,0,0,0,53,4280,10.984750202869124,5,2,Partner,4
Graduate,40321.0,59,3.8066624897703196,1.6094379124341003,3.091042453358316,1.9459101490553132,0.0,3.332204510175204,2,3,0,3,7,0,0,0,0,0,0,0,54,4596,13.785257514793255,8,2,Partner,4
Graduate,37235.0,68,3.044522437723423,1.0986122886681098,2.302585092994046,1.6094379124341003,1.9459101490553132,3.044522437723423,1,1,1,2,4,0,0,0,0,0,0,0,42,4409,13.045590318598414,5,1,Partner,3
Postgraduate,81843.0,13,6.659293919683638,4.465908118654584,6.2878585601617845,3.5553480614894135,4.248495242049359,4.9344739331306915,1,5,9,12,3,0,0,0,0,0,0,0,66,4694,30.15137783516947,27,0,Partner,2
Postgraduate,46692.0,37,5.14166355650266,1.9459101490553132,4.584967478670572,3.2188758248682006,2.5649493574615367,4.48863636973214,3,6,1,5,6,0,0,0,0,0,0,0,68,4649,21.945002736290427,15,1,Partner,3
Graduate,77382.0,36,6.198478716492308,3.8918202981106265,5.44673737166631,4.727387818712341,4.663439094112067,4.90527477843843,2,5,7,12,1,0,0,1,0,0,0,0,58,4434,29.83313807753208,26,1,Partner,3
Graduate,37774.0,28,5.159055299214529,2.1972245773362196,4.68213122712422,2.0794415416798357,1.0986122886681098,5.176149732573829,4,7,2,3,9,1,0,0,0,0,1,1,49,4925,20.392614666596742,16,2,Alone,3
Undergraduate,18393.0,2,2.0794415416798357,2.3978952727983707,2.6390573296152584,2.833213344056216,0.0,1.6094379124341003,2,3,0,3,8,0,0,0,0,0,0,0,52,4353,11.55904540058378,8,1,Partner,3
Postgraduate,72828.0,17,7.095064377287131,0.0,5.4638318050256105,2.995732273553991,2.70805020110221,5.327876168789581,6,6,3,13,7,0,0,0,0,0,0,0,64,4761,23.590554825758524,28,1,Partner,3
Graduate,24711.0,86,2.3978952727983707,2.0794415416798357,3.258096538021482,1.9459101490553132,1.3862943611198906,2.0794415416798357,1,3,0,3,7,0,0,0,0,0,0,0,44,4333,13.147079404354729,7,0,Partner,2
PhD,45503.0,54,4.584967478670572,1.6094379124341003,3.8066624897703196,1.9459101490553132,0.6931471805599453,2.9444389791664403,1,3,1,4,5,0,0,0,0,0,0,0,51,4538,15.58456418965669,9,1,Partner,3
Postgraduate,6560.0,2,4.219507705176107,2.4849066497880004,3.295836866004329,1.6094379124341003,1.3862943611198906,5.572154032177765,0,1,0,1,17,0,0,0,0,0,0,0,44,4460,18.56813752670019,2,0,Alone,1
PhD,71604.0,3,5.846438775057725,3.9889840465642745,6.270988431858299,4.59511985013459,4.330733340286331,4.584967478670572,1,8,3,5,4,1,0,0,0,0,0,1,81,4485,29.61723192257179,17,0,Partner,2
Graduate,27244.0,84,1.9459101490553132,1.791759469228055,2.8903717578961645,1.3862943611198906,3.2188758248682006,3.8501476017100584,2,2,2,2,7,0,0,0,0,0,0,0,47,4375,15.083359163877681,8,1,Partner,3
Graduate,48752.0,8,4.30406509320417,4.060443010546419,4.61512051684126,4.276666119016055,2.772588722239781,0.0,5,6,1,5,9,0,0,0,0,0,0,1,57,4825,20.028883461847688,17,2,Partner,4
Graduate,71434.0,4,6.568077911411976,3.6109179126442243,5.384495062789089,5.153291594497779,4.574710978503383,5.1298987149230735,3,7,4,7,4,0,1,0,1,0,0,0,64,4545,30.421392174769522,21,1,Partner,3
Graduate,90842.0,57,6.652863029353347,4.2626798770413155,4.77912349311153,5.209486152841421,5.236441962829949,4.543294782270004,1,4,9,13,1,0,0,0,0,0,0,0,78,4596,30.683889297447568,27,0,Alone,1
Postgraduate,88097.0,24,5.099866427824199,0.0,6.175867270105761,0.0,4.844187086458591,4.330733340286331,1,6,5,8,9,0,1,1,1,0,0,1,48,4941,20.450654124674884,20,1,Partner,3
Graduate,51948.0,51,4.418840607796598,3.5263605246161616,4.007333185232471,4.276666119016055,3.4339872044851463,3.7376696182833684,2,5,2,4,5,0,0,0,0,0,0,0,51,4546,23.400857259429802,13,1,Partner,3
Graduate,71853.0,29,5.883322388488279,4.6913478822291435,6.025865973825314,4.955827057601261,4.584967478670572,3.4965075614664802,1,2,8,6,1,0,0,0,0,0,0,0,44,4678,29.63783834228105,17,0,Partner,2
Postgraduate,35876.0,13,4.204692619390966,1.0986122886681098,3.713572066704308,1.6094379124341003,1.3862943611198906,2.70805020110221,1,3,1,3,6,0,0,0,0,0,0,0,43,4331,14.720659449419585,8,0,Partner,2
Graduate,40049.0,23,2.6390573296152584,1.9459101490553132,2.0794415416798357,0.0,1.3862943611198906,1.3862943611198906,1,1,0,3,6,0,0,0,0,0,0,0,74,4517,9.436997742590188,5,1,Alone,2
Graduate,39660.0,36,4.941642422609304,2.6390573296152584,4.3694478524670215,3.044522437723423,2.6390573296152584,3.6109179126442243,3,7,1,3,9,0,0,0,0,0,0,1,44,4951,21.24464528467449,14,1,Alone,2
Graduate,50127.0,88,5.616771097666572,0.0,3.091042453358316,1.6094379124341003,1.9459101490553132,2.772588722239781,1,5,1,6,6,0,1,0,0,0,0,0,64,4292,15.035750334754082,13,1,Partner,3
Postgraduate,43263.0,2,5.572154032177765,1.9459101490553132,4.127134385045092,0.0,2.3978952727983707,4.634728988229636,3,5,2,6,5,0,0,0,0,0,0,0,49,4846,18.677822827306176,16,1,Partner,3
Postgraduate,62845.0,3,7.003065458786462,0.0,3.828641396489095,0.0,0.0,3.5553480614894135,11,3,4,10,8,0,1,0,0,0,0,1,77,4897,14.387054916764969,28,2,Partner,4
Graduate,18929.0,15,3.4965075614664802,0.0,2.1972245773362196,3.1780538303479458,1.6094379124341003,2.9444389791664403,1,1,0,4,6,0,0,0,0,0,0,0,36,4759,13.425662860751185,6,0,Partner,2
Undergraduate,24367.0,58,1.0986122886681098,1.6094379124341003,1.0986122886681098,0.0,2.4849066497880004,1.791759469228055,1,1,0,2,9,0,0,0,0,0,0,0,44,4727,8.083328608786374,4,1,Alone,2
Graduate,33249.0,11,1.9459101490553132,2.3978952727983707,3.091042453358316,2.995732273553991,2.70805020110221,3.7612001156935624,2,2,1,3,6,0,0,0,0,0,0,0,51,4755,16.899830465561763,8,1,Alone,2
Undergraduate,26887.0,27,1.9459101490553132,2.0794415416798357,1.6094379124341003,1.3862943611198906,1.6094379124341003,1.9459101490553132,1,1,0,3,6,0,0,0,0,0,0,0,67,4765,10.576432025778553,5,1,Partner,3
PhD,50150.0,32,4.912654885736052,3.8501476017100584,4.532599493153256,4.189654742026425,4.127134385045092,2.4849066497880004,2,5,2,7,5,0,0,0,0,0,0,0,43,4635,24.097097757458886,16,0,Partner,2
Graduate,62061.0,12,6.464588303689961,2.0794415416798357,4.442651256490317,0.0,3.4339872044851463,3.6635616461296463,3,10,4,7,6,0,1,0,0,0,0,0,50,4563,20.084229952474907,24,1,Partner,3
